+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff|first_line                                                          ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff|kernel_block                                                        ; 32    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter|u_lin_buff                                                                     ; 12    ; 0              ; 0            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[6].u_gaussian_filter                                                                                ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_downsample                                                                                     ; 4     ; 0              ; 2            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_gaussian_operator                                                            ; 74    ; 0              ; 30           ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|FIFO_BLK[0].line_buff|mem                                           ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|FIFO_BLK[0].line_buff                                               ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|first_line|mem                                                      ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|first_line                                                          ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                           ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff|kernel_block                                                        ; 32    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter|u_lin_buff                                                                     ; 12    ; 0              ; 0            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|u_gaussian_pyramid|PYRAMID[5].u_gaussian_filter                                                                                ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
